Data set,Ligand InChI,LogBIO,PubChem SID,AIC100%,BIC100%,r2a100%,AIC95%,BIC95%,r2a95%
Training set,"InChI=1S/C26H22FNO/c1-16-15-26(2,3)28-21-11-10-19-20-14-18(27)9-12-22(20)29-23(25(19)24(16)21)13-17-7-5-4-6-8-17/h4-15,28H,1-3H3/b23-13-",9.207608,104024109,8.527,8.667,8.579,8.646,8.663,8.372
Training set,"InChI=1S/C25H21ClFNO/c1-14-13-25(2,3)28-20-10-9-18-19-12-17(27)8-11-21(19)29-24(23(18)22(14)20)15-4-6-16(26)7-5-15/h4-13,24,28H,1-3H3",9.49485,103957966,9.301,8.805,9.416,9.421,8.822,9.181
Training set,"InChI=1S/C19H18N2/c1-13-11-19(2,3)21-18-8-7-16(10-17(13)18)15-6-4-5-14(9-15)12-20/h4-11,21H,1-3H3",7.721246,103961149,7.349,7.266,7.105,7.393,7.329,7.476
Training set,"InChI=1S/C27H27NO4/c1-15-14-27(2,3)28-19-9-8-18-24(23(15)19)22(13-16-6-5-7-17(29)12-16)32-21-11-10-20(30)26(31-4)25(18)21/h5-14,19,23,28-30H,1-4H3/b22-13-",6.124939,104089742,6.598,7.342,6.569,6.592,7.343,6.567
Training set,"InChI=1S/C19H17FN2/c1-12-10-19(2,3)22-18-5-4-14(9-17(12)18)15-6-13(11-21)7-16(20)8-15/h4-10,22H,1-3H3",8,103961146,7.764,7.533,7.659,7.644,7.565,7.789
Training set,"InChI=1S/C26H25NO/c1-17-16-26(2,3)27-21-14-13-20-19-11-7-8-12-22(19)28-23(25(20)24(17)21)15-18-9-5-4-6-10-18/h4-14,16,23,27H,15H2,1-3H3",8.677781,103962117,7.778,7.538,7.834,7.838,7.576,7.449
Training set,"InChI=1S/C27H25NO2/c1-16-15-27(3,4)28-22-14-13-21-20-7-5-6-8-23(20)30-26(25(21)24(16)22)19-11-9-18(10-12-19)17(2)29/h5-15,26,28H,1-4H3",8.055517,103957947,7.725,7.619,7.491,7.714,7.67,8.078
Training set,"InChI=1S/C22H19FN2O3/c1-15-4-2-6-17(12-15)22(26)14-21(16-5-3-7-18(23)13-16)24-19-8-10-20(11-9-19)25(27)28/h2-13,21,24H,14H2,1H3",7.455932,104142737,7.866,7.501,7.793,7.736,7.564,7.636
Training set,"InChI=1S/C24H25ClN2O/c1-6-11-24(5)18-19(25)17(16-9-7-8-15-10-12-26-21(15)16)13-14(2)20(18)27-23(3,4)22(24)28/h6-10,12-13,26-27H,1,11H2,2-5H3",7.60206,125084153,7.188,6.542,7.045,7.047,6.525,6.659
Training set,"InChI=1S/C24H34O4/c1-14-12-18-19(22(4)9-6-17(27)13-21(14)22)7-10-23(5)20(18)8-11-24(23,15(2)25)28-16(3)26/h13-14,18-20H,6-12H2,1-5H3/t14-,18+,19-,20-,22+,23-,24-/m0/s1",9.468521,103962116,9.266,8.463,9.311,9.171,8.399,8.634
Training set,"InChI=1S/C27H26FN3O4/c1-15(32)29-26(34)27(2,3)22-18-7-6-8-20(28)23(18)35-24-19(22)13-14-21(30-24)16-9-11-17(12-10-16)25(33)31(4)5/h6-14,22H,1-5H3,(H,29,32,34)/t22-/m0/s1",4.907279,313068913,5.793,6.471,5.435,5.782,6.454,5.929
Training set,"InChI=1S/C22H26N2O4/c1-28-20-13-7-17(8-14-20)22(25)15-21(16-5-3-2-4-6-16)23-18-9-11-19(12-10-18)24(26)27/h7-14,16,21,23H,2-6,15H2,1H3",7.966576,104142711,7.631,7.122,7.73,7.645,7.159,7.596
Training set,"InChI=1S/C26H22F3NO/c1-15-14-25(2,3)30-20-13-12-19-18-6-4-5-7-21(18)31-24(23(19)22(15)20)16-8-10-17(11-9-16)26(27,28)29/h4-14,24,30H,1-3H3",7.958607,103957931,8.113,7.968,8.189,8.293,8.028,8.426
Training set,"InChI=1S/C23H24FN5OS/c1-4-5-19(23(2,3)21(30)27-22-28-25-14-31-22)15-6-11-20-16(12-15)13-26-29(20)18-9-7-17(24)8-10-18/h6-14,19H,4-5H2,1-3H3,(H,27,28,30)",6.962574,175452550,7.093,6.925,7.096,7.233,7.025,7.112
Training set,"InChI=1S/C25H22FNO2/c1-14-21-19(27-25(2,3)24(14)28)12-11-18-17-9-4-5-10-20(17)29-23(22(18)21)15-7-6-8-16(26)13-15/h4-14,23,27H,1-3H3/t14-,23+/m1/s1",7.552842,103969239,7.598,7.41,7.649,7.634,7.403,7.646
Training set,"InChI=1S/C25H22ClNO/c1-15-14-25(2,3)27-20-13-12-19-18-6-4-5-7-21(18)28-24(23(19)22(15)20)16-8-10-17(26)11-9-16/h4-14,24,27H,1-3H3",9.154902,103957940,9.041,8.596,9.183,9.074,8.648,8.876
Training set,"InChI=1S/C23H16F3N3O3/c24-23(25,26)18-6-4-16(5-7-18)21(28-19-8-10-20(11-9-19)29(31)32)13-22(30)17-3-1-2-15(12-17)14-27/h1-12,21,28H,13H2",7.251812,104142722,7.006,7.524,,6.865,7.647,7.774
Training set,"InChI=1S/C20H20F2N2O2S/c1-20(12-6-7-12,15-9-8-13(21)10-17(15)22)16-11-23-19-14(16)4-3-5-18(19)24-27(2,25)26/h3-5,8-12,23-24H,6-7H2,1-2H3/t20-/m0/s1",5.910095,104097731,6.547,7.121,6.618,6.777,7.118,7.223
Training set,"InChI=1S/C20H22N2/c1-5-22-17-9-7-6-8-14(17)15-10-11-16-18(19(15)22)13(2)12-20(3,4)21-16/h6-12,21H,5H2,1-4H3",6.772113,103965691,6.624,7.348,7.031,6.799,7.365,6.897
Training set,"InChI=1S/C27H25NO/c1-17-9-5-6-10-19(17)15-24-26-21(20-11-7-8-12-23(20)29-24)13-14-22-25(26)18(2)16-27(3,4)28-22/h5-16,28H,1-4H3/b24-15-",9.180456,103962122,8.402,8.349,8.486,8.422,8.318,8.251
Training set,"InChI=1S/C19H16FNO/c1-10-9-19(2,3)21-16-8-14-13(7-12(10)16)17-11(18(14)22)5-4-6-15(17)20/h4-9,21H,1-3H3",7.537602,103965682,6.546,7.139,6.744,6.406,7.166,6.789
Training set,"InChI=1S/C20H20ClNO/c1-11-10-20(3,4)22-16-7-6-14-15-9-13(21)5-8-17(15)23-12(2)19(14)18(11)16/h5-10,12,22H,1-4H3",9.356547,103966313,8.435,7.827,8.551,8.463,7.861,8.331
Training set,"InChI=1S/C19H24O2/c1-18-9-7-15-14-6-4-13(20)11-12(14)3-5-16(15)17(18)8-10-19(18,2)21/h7,9,11,16-17,21H,3-6,8,10H2,1-2H3/t16-,17+,18+,19+/m1/s1",9.309804,160847018,7.836,7.399,8.213,7.804,7.493,7.866
Training set,"InChI=1S/C22H23NO/c1-5-8-19-21-16(15-9-6-7-10-18(15)24-19)11-12-17-20(21)14(2)13-22(3,4)23-17/h5-7,9-13,19,23H,1,8H2,2-4H3",8.318759,103966319,7.515,6.572,7.528,7.605,6.61,7.17
Training set,"InChI=1S/C26H21BrFNO/c1-15-14-26(2,3)29-21-10-9-18-19-13-17(28)8-11-22(19)30-23(25(18)24(15)21)12-16-6-4-5-7-20(16)27/h4-14,29H,1-3H3/b23-12-",7.785156,104024105,8.086,9.127,8.078,7.901,9.088,8.568
Training set,"InChI=1S/C24H23FN2O6/c1-31-22-12-16(13-23(32-2)24(22)33-3)20(14-21(28)15-5-4-6-17(25)11-15)26-18-7-9-19(10-8-18)27(29)30/h4-13,20,26H,14H2,1-3H3",6.917215,104142736,6.998,6.476,6.749,7.036,6.57,7.107
Training set,"InChI=1S/C18H25BrO3/c1-11-13(17(2,3)6-7-18(11,4)21)8-12-9-16(22-5)14(19)10-15(12)20/h9-10,13,20-21H,1,6-8H2,2-5H3/t13-,18-/m1/s1",6.560667,103979800,7.067,6.41,7.454,7.284,6.323,7.19
Training set,"InChI=1S/C14H17ClN2O/c1-9-11(6-5-10(8-16)13(9)15)17-12-4-3-7-14(12,2)18/h5-6,12,17-18H,3-4,7H2,1-2H3/t12-,14+/m1/s1",6.348722,104034551,7.752,7.278,7.717,7.38,7.331,8.281
Training set,"InChI=1S/C27H24F3NO2/c1-15-14-26(2,3)31-19-12-11-18-23-20(32-4)9-6-10-21(23)33-25(24(18)22(15)19)16-7-5-8-17(13-16)27(28,29)30/h5-14,25,31H,1-4H3",5.39794,103999546,6.147,6.791,6.117,5.914,6.714,6.433
Training set,"InChI=1S/C18H25BrO3/c1-11-5-12(10-20)9-18(2,3)14(11)6-13-7-17(22-4)15(19)8-16(13)21/h7-8,12,14,20-21H,1,5-6,9-10H2,2-4H3/t12-,14+/m0/s1",5.488518,103979813,5.497,5.757,5.66,5.705,5.726,5.699
Training set,"InChI=1S/C28H28N4O4/c1-28(2,26(34)31-27(29)35)23-19-7-3-4-8-22(19)36-24-20(23)13-14-21(30-24)17-9-11-18(12-10-17)25(33)32-15-5-6-16-32/h3-4,7-14,23H,5-6,15-16H2,1-2H3,(H3,29,31,34,35)/t23-/m0/s1",5.634138,313068928,5.958,5.94,5.871,5.859,5.909,5.851
Training set,"InChI=1S/C27H28N2O3/c30-27(23-13-11-21(12-14-23)20-7-3-1-4-8-20)19-26(22-9-5-2-6-10-22)28-24-15-17-25(18-16-24)29(31)32/h1,3-4,7-8,11-18,22,26,28H,2,5-6,9-10,19H2",7.552842,104142742,8.002,7.627,7.765,7.756,7.634,8.062
Training set,"InChI=1S/C19H18ClNO/c1-11-9-19(2,3)21-16-6-5-13-14-8-12(20)4-7-17(14)22-10-15(13)18(11)16/h4-9,21H,10H2,1-3H3",7.886057,103966314,7.712,7.511,7.669,7.606,7.55,7.729
Training set,"InChI=1S/C24H26ClF2N3O2/c1-11(2)29-23(31)32-22-12(3)18-17(30-24(22,4)5)9-16(26)19(20(18)27)14-8-6-7-13-15(25)10-28-21(13)14/h6-12,22,28,30H,1-5H3,(H,29,31)/t12-,22+/m0/s1",6.67162,125088837,6.584,6.688,6.569,6.665,6.503,6.275
Training set,"InChI=1S/C21H23ClN2/c1-12-10-16(15-7-5-6-14-8-9-23-20(14)15)18(22)17-13(2)11-21(3,4)24-19(12)17/h5-10,13,23-24H,11H2,1-4H3",7.886057,125084150,7.113,7.159,7.04,7.08,7.179,6.908
Training set,"InChI=1S/C16H16BrNS/c1-10-9-16(2,3)18-13-5-4-11(8-12(10)13)14-6-7-15(17)19-14/h4-9,18H,1-3H3",7.508638,103985760,7.477,7.374,7.285,7.246,7.333,7.326
Training set,"InChI=1S/C18H18FN/c1-12-11-18(2,3)20-17-8-7-14(10-16(12)17)13-5-4-6-15(19)9-13/h4-11,20H,1-3H3",6.739929,103961148,7.702,7.952,7.221,7.489,7.955,7.586
Training set,"InChI=1S/C23H25NO3/c1-6-7-17-20-14(21-18(27-17)11-10-16(25)22(21)26-5)8-9-15-19(20)13(2)12-23(3,4)24-15/h6,8-12,17,24-25H,1,7H2,2-5H3",6.823909,104016913,6.344,5.894,6.096,6.194,5.902,5.834
Training set,"InChI=1S/C24H20ClNO/c1-24(2)14-13-19-20(26-24)12-11-18-17-5-3-4-6-21(17)27-23(22(18)19)15-7-9-16(25)10-8-15/h3-14,23,26H,1-2H3",7.958607,103969237,8.089,8.488,8.213,8.196,8.612,8.064
Training set,"InChI=1S/C28H27N5O3S/c1-5-33(4)25(34)18-12-10-17(11-13-18)21-15-14-20-23(19-8-6-7-9-22(19)36-24(20)30-21)28(2,3)26(35)31-27-32-29-16-37-27/h6-16,23H,5H2,1-4H3,(H,31,32,35)/t23-/m0/s1",5.737786,313068912,6.146,6.496,5.792,5.8,6.616,6.268
Training set,"InChI=1S/C17H18N2O3S/c1-11-16(12-7-5-4-6-8-12)14-9-13(22-2)10-15(17(14)18-11)19-23(3,20)21/h4-10,18-19H,1-3H3",5.404504,104005467,7.19,6.969,6.672,7.162,6.9,6.945
Training set,"InChI=1S/C19H17F2N/c1-10-9-19(2,3)22-16-8-15(21)18-13-5-4-12(20)6-11(13)7-14(18)17(10)16/h4-6,8-9,22H,7H2,1-3H3",7.677781,103965683,8.298,8.012,8.281,8.297,8.046,8.538
Training set,"InChI=1S/C24H34O4/c1-14-12-18-19(22(4)9-6-17(27)13-21(14)22)7-10-23(5)20(18)8-11-24(23,15(2)25)28-16(3)26/h13-14,18-20H,6-12H2,1-5H3/t14-,18+,19-,20-,22+,23-,24-/m0/s1",9.468521,103962116,9.263,8.477,9.311,9.174,8.415,8.654
Training set,"InChI=1S/C20H15ClN2S/c21-17-8-4-7-15(11-17)16-9-10-18-19(12-16)23(20(24)22-18)13-14-5-2-1-3-6-14/h1-12H,13H2,(H,22,24)",6.823909,104001278,6.305,6.405,6.815,6.498,6.501,6.712
Training set,"InChI=1S/C25H22BrNO/c1-15-14-25(2,3)27-20-12-11-19-18-9-4-5-10-21(18)28-24(23(19)22(15)20)16-7-6-8-17(26)13-16/h4-14,24,27H,1-3H3",8.958607,103957930,8.305,8.335,8.496,8.182,8.279,8.596
Training set,"InChI=1S/C19H18ClNO/c1-11-9-19(2,3)21-16-8-7-12-13-5-4-6-15(20)18(13)22-10-14(12)17(11)16/h4-9,21H,10H2,1-3H3",6.563837,104020812,7.289,7.382,7.218,7.223,7.412,7.549
Training set,"InChI=1S/C25H26N2O6/c1-16-5-7-17(8-6-16)22(28)15-21(26-19-9-11-20(12-10-19)27(29)30)18-13-23(31-2)25(33-4)24(14-18)32-3/h5-14,21,26H,15H2,1-4H3",6.627088,104142734,6.968,6.562,6.878,6.917,6.532,7.38
Training set,"InChI=1S/C20H20FNO/c1-11-10-20(3,4)22-16-7-6-14-15-9-13(21)5-8-17(15)23-12(2)19(14)18(11)16/h5-10,12,22H,1-4H3",8.958607,103966321,7.788,7.888,8.077,7.844,7.922,8.023
Training set,"InChI=1S/C26H21F2NO/c1-15-14-26(2,3)29-21-11-10-18-19-8-5-9-20(28)25(19)30-22(24(18)23(15)21)13-16-6-4-7-17(27)12-16/h4-14,29H,1-3H3/b22-13-",8.259637,104024091,8.436,8.469,8.486,8.661,8.444,8.459
Training set,"InChI=1S/C19H18FNO/c1-11-9-19(2,3)21-16-8-7-12-13-5-4-6-15(20)18(13)22-10-14(12)17(11)16/h4-9,21H,10H2,1-3H3",6.605548,104020800,7.344,7.125,7.531,7.411,7.179,7.574
Training set,"InChI=1S/C18H18N2O2/c1-12-11-18(2,3)19-17-8-7-14(10-16(12)17)13-5-4-6-15(9-13)20(21)22/h4-11,19H,1-3H3",7.69897,103961143,7.494,7.537,7.583,7.73,7.519,7.433
Training set,"InChI=1S/C25H21ClFNO/c1-14-13-25(2,3)28-20-9-8-18-19-12-17(27)7-10-21(19)29-24(23(18)22(14)20)15-5-4-6-16(26)11-15/h4-13,24,28H,1-3H3",9.49485,103957955,8.891,8.546,8.952,8.929,8.506,8.758
Training set,"InChI=1S/C21H23ClN2O/c1-11-10-15(14-7-5-6-13-8-9-23-19(13)14)17(22)16-12(2)20(25)21(3,4)24-18(11)16/h5-10,12,20,23-25H,1-4H3/t12-,20+/m0/s1",5.619789,125084156,6.362,6.46,6.224,6.444,6.459,6.414
Training set,"InChI=1S/C21H16F2N2O3/c22-16-6-4-14(5-7-16)21(26)13-20(15-2-1-3-17(23)12-15)24-18-8-10-19(11-9-18)25(27)28/h1-12,20,24H,13H2",7.167491,104142707,7.146,6.976,7.077,7.045,7.034,6.857
Training set,"InChI=1S/C21H30O2/c1-13(22)17-6-7-18-16-5-4-14-12-15(23)8-10-20(14,2)19(16)9-11-21(17,18)3/h12,16-19H,4-11H2,1-3H3/t16-,17+,18-,19-,20-,21+/m0/s1",8.455932,172097179,8.457,8.726,8.467,8.458,8.753,8.712
Training set,"InChI=1S/C21H19N3O2S/c1-21(2,19(26)24-20-23-10-11-27-20)18(14-6-4-3-5-7-14)15-8-9-17(25)16(12-15)13-22/h3-12,18,25H,1-2H3,(H,23,24,26)/t18-/m0/s1",6.841638,136355094,6.854,7.369,6.915,6.668,7.348,6.945
Training set,"InChI=1S/C23H22N2O/c1-5-7-18-22-16(21-15(13-24)8-6-9-19(21)26-18)10-11-17-20(22)14(2)12-23(3,4)25-17/h5-6,8-12,18,25H,1,7H2,2-4H3",5.835647,104016894,7.164,6.711,6.906,6.855,6.762,6.65
Training set,"InChI=1S/C18H17F2N/c1-11-10-18(2,3)21-17-5-4-12(8-16(11)17)13-6-14(19)9-15(20)7-13/h4-10,21H,1-3H3",8,103961142,8.142,8.032,7.851,8.139,8.002,8.041
Training set,"InChI=1S/C21H28O2/c1-4-16-19(23)12-18-15-6-5-13-11-14(22)7-9-20(13,2)17(15)8-10-21(16,18)3/h4,11,15,17-18H,5-10,12H2,1-3H3/t15-,17+,18+,20+,21-/m1/s1",6.696804,104097121,7.686,7.912,7.395,7.773,7.944,7.521
Training set,"InChI=1S/C26H23ClFNO/c1-14-11-16(5-8-20(14)27)25-24-18(19-12-17(28)6-10-22(19)30-25)7-9-21-23(24)15(2)13-26(3,4)29-21/h5-13,25,29H,1-4H3",9.309804,103957952,9.317,8.796,9.37,9.271,8.787,9.273
Training set,"InChI=1S/C25H21Cl2NO/c1-14-13-25(2,3)28-20-9-8-18-19-12-17(27)7-10-21(19)29-24(23(18)22(14)20)15-5-4-6-16(26)11-15/h4-13,24,28H,1-3H3",9.318759,103957953,8.92,8.897,9.012,9.008,8.872,8.837
Training set,"InChI=1S/C24H34O4/c1-14-12-18-19(22(4)9-6-17(27)13-21(14)22)7-10-23(5)20(18)8-11-24(23,15(2)25)28-16(3)26/h13-14,18-20H,6-12H2,1-5H3/t14-,18+,19-,20-,22+,23-,24-/m0/s1",8.853872,103962116,9.259,8.469,9.32,9.18,8.406,8.639
Training set,"InChI=1S/C23H24ClF2N3O/c1-22(2,3)30-29-17-10-23(4,5)28-16-9-15(25)18(20(26)19(16)17)13-8-6-7-12-14(24)11-27-21(12)13/h6-9,11,27-28H,10H2,1-5H3/b29-17+",6.244125,131343600,6.583,7.043,6.687,6.848,6.9,6.948
Training set,"InChI=1S/C25H24F2N2O/c1-25-14-29-15-28-23(16-5-9-19(26)10-6-16)22(29)13-18(25)3-2-4-21(25)24(30)17-7-11-20(27)12-8-17/h5-13,15,21,24,30H,2-4,14H2,1H3/t21-,24-,25+/m1/s1",6.345823,104158193,6.706,7.058,6.682,6.68,7.104,7.082
Training set,"InChI=1S/C26H22ClNO/c1-16-15-26(2,3)28-21-13-12-20-19-6-4-5-7-22(19)29-23(25(20)24(16)21)14-17-8-10-18(27)11-9-17/h4-15,28H,1-3H3/b23-14-",7.221849,103962110,8.248,8.525,7.999,8.058,8.539,7.94
Training set,"InChI=1S/C18H17N3O2S/c1-3-21-12-17(14-6-4-13(11-19)5-7-14)16-9-8-15(10-18(16)21)20-24(2,22)23/h4-10,12,20H,3H2,1-2H3",8.37366,125087037,8.732,7.992,8.998,8.763,8.045,8.921
Training set,"InChI=1S/C18H19F3N2O2/c1-2-11-9-25-16-7-14-12(5-15(16)23(11)8-10-3-4-10)13(18(19,20)21)6-17(24)22-14/h5-7,10-11H,2-4,8-9H2,1H3,(H,22,24)",5.267606,46518318,5.732,6.402,5.741,5.921,6.421,5.998
Training set,"InChI=1S/C16H17NS/c1-11-10-16(2,3)17-14-7-6-12(9-13(11)14)15-5-4-8-18-15/h4-10,17H,1-3H3",6.625252,103985753,7.511,7.094,7.28,7.572,7.08,6.912
Training set,"InChI=1S/C28H29NO3/c1-16-7-6-8-18(13-16)14-23-25-19(26-22(32-23)12-11-21(30)27(26)31-5)9-10-20-24(25)17(2)15-28(3,4)29-20/h6-15,20,24,29-30H,1-5H3/b23-14-",6.39794,104089764,7.067,7.232,7.04,7.031,7.2,6.867
Training set,"InChI=1S/C19H17FN2O2/c1-10-9-19(2,3)21-16-5-4-12-13-8-15(20)17(22(23)24)7-11(13)6-14(12)18(10)16/h4-5,7-9,21H,6H2,1-3H3",7.013228,103965675,8.22,7.759,8.191,8.089,7.759,7.604
Training set,"InChI=1S/C21H16ClFN2O3/c22-16-3-1-2-15(12-16)21(26)13-20(14-4-6-17(23)7-5-14)24-18-8-10-19(11-9-18)25(27)28/h1-12,20,24H,13H2",7.236572,104142718,7.358,7.598,7.225,7.409,7.627,7.52
Training set,"InChI=1S/C26H26ClFN2O/c1-25-15-30-16-29-24(17-6-12-21(28)13-7-17)22(30)14-19(25)4-3-5-23(25)26(2,31)18-8-10-20(27)11-9-18/h6-14,16,23,31H,3-5,15H2,1-2H3/t23-,25-,26+/m0/s1",6.623423,104158191,6.798,7.348,6.749,6.842,7.366,6.876
Training set,"InChI=1S/C26H24FNO/c1-15-9-10-17(13-20(15)27)25-24-19(18-7-5-6-8-22(18)29-25)11-12-21-23(24)16(2)14-26(3,4)28-21/h5-14,25,28H,1-4H3",8.744727,103957939,8.874,8.318,8.789,8.724,8.314,8.823
Training set,"InChI=1S/C17H23BrO2/c1-11-6-5-7-17(2,3)13(11)8-12-9-16(20-4)14(18)10-15(12)19/h9-10,13,19H,1,5-8H2,2-4H3/t13-/m1/s1",7.468521,103979824,6.937,7.098,6.919,6.762,7.051,6.865
Training set,"InChI=1S/C19H18ClNO/c1-10-9-19(2,3)21-14-8-13-16(17(20)15(10)14)11-6-4-5-7-12(11)18(13)22/h4-9,18,21-22H,1-3H3",7.275724,103965705,6.217,6.776,6.313,6.268,6.806,6.556
Training set,"InChI=1S/C19H18ClN/c1-11-10-19(2,3)21-18-8-13-6-12-7-14(20)4-5-15(12)17(13)9-16(11)18/h4-5,7-10,21H,6H2,1-3H3",7.537602,103965698,8.287,7.683,8.126,8.231,7.715,8.491
Training set,"InChI=1S/C22H24FNOS/c1-5-10-26-21-20-15(16-11-14(23)6-9-18(16)25-21)7-8-17-19(20)13(2)12-22(3,4)24-17/h6-9,11-12,21,24H,5,10H2,1-4H3",8.180456,103966332,8.095,8.32,8.058,8.021,8.361,7.887
Training set,"InChI=1S/C21H23ClN2/c1-12-9-15(17-10-14-7-5-6-8-16(14)23-17)19(22)18-13(2)11-21(3,4)24-20(12)18/h5-10,13,23-24H,11H2,1-4H3",6.431798,160856425,7.387,7.253,7.244,7.526,7.239,7.176
Training set,"InChI=1S/C25H21ClFNO/c1-14-13-25(2,3)28-20-9-8-18-19-12-17(27)7-10-21(19)29-24(23(18)22(14)20)15-5-4-6-16(26)11-15/h4-13,24,28H,1-3H3",7.522879,103957955,8.833,8.531,8.94,8.902,8.487,8.741
Training set,"InChI=1S/C18H25BrO2/c1-11-6-12(2)14(18(3,4)10-11)7-13-8-17(21-5)15(19)9-16(13)20/h8-9,11,14,20H,2,6-7,10H2,1,3-5H3/t11-,14+/m0/s1",7.657577,103979820,7.038,7.209,7.116,6.979,7.15,6.931
Training set,"InChI=1S/C23H24FNO/c1-5-6-7-20-22-16(17-12-15(24)8-11-19(17)26-20)9-10-18-21(22)14(2)13-23(3,4)25-18/h7-13,25H,5-6H2,1-4H3/b20-7-",8.508638,104020786,8.158,8.71,8.093,8.107,8.716,8.326
Training set,"InChI=1S/C16H21BrO2/c1-10-5-6-16(2,3)12(10)7-11-8-15(19-4)13(17)9-14(11)18/h8-9,12,18H,1,5-7H2,2-4H3",6.355561,103979814,6.773,7.056,6.483,6.215,7.081,6.967
Training set,"InChI=1S/C16H16ClNS/c1-10-9-16(2,3)18-13-5-4-11(8-12(10)13)14-6-7-15(17)19-14/h4-9,18H,1-3H3",7.920819,103985748,7.812,7.305,7.9,7.916,7.295,7.485
Training set,"InChI=1S/C23H24BrNO2/c1-6-7-17-20-14(21-18(27-17)11-9-15(24)22(21)26-5)8-10-16-19(20)13(2)12-23(3,4)25-16/h6,8-12,17,25H,1,7H2,2-5H3",7.468521,104016914,7.195,6.493,6.871,7.08,6.459,7.141
Training set,"InChI=1S/C27H26FN5O5/c1-27(2,25(35)32-26(29)36)21-16-4-3-5-18(28)22(16)38-23-17(21)7-9-19(31-23)15-6-8-20(30-14-15)24(34)33-10-12-37-13-11-33/h3-9,14,21H,10-13H2,1-2H3,(H3,29,32,35,36)/t21-/m0/s1",7.638272,313068931,6.425,5.911,7.094,6.461,6.009,6.953
Training set,"InChI=1S/C20H19ClN2O/c1-11-9-14(13-6-4-5-12-7-8-22-19(12)13)17(21)16-15(24)10-20(2,3)23-18(11)16/h4-9,22-23H,10H2,1-3H3",5.522879,125084158,5.639,6.288,5.467,5.178,6.32,5.826
Training set,"InChI=1S/C21H23BrN2O3/c22-17-8-6-16(7-9-17)21(25)14-20(15-4-2-1-3-5-15)23-18-10-12-19(13-11-18)24(26)27/h6-13,15,20,23H,1-5,14H2",7.9914,104142725,8.229,7.8,8.107,8.053,7.812,8.323
